Student_ID,Netid,Course,Class_Standing,Major,Gender,URM_Status,First_Gen_Status,GPA,ACT_SAT_Math_Percentile,AP_Calculus_AB,AP_Calculus_BC,AP_Physics_EM,AP_Physics_Mech,PreScores,PostScores,Assessment,Semester,Sequence,Course_Content,Instruction,IntendedMajor,Class_ID
4473780,,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.851,99.0,Well,NotTaken,NotTaken,NotTaken,16.0,,CSEM,FA,Engineering,EM,Old,,2018FA-2213
4811265,,P2213,Sophomore,MSCN-BS,M,Majority,ContGen,3.482,99.0,Well,Well,NotTaken,NotTaken,,25.0,CSEM,FA,Engineering,EM,Old,,2018FA-2213
4008867,,P2213,Sophomore,BSCN-BS,M,URM,ContGen,2.467,88.0,NotTaken,NotTaken,NotTaken,NotTaken,9.0,7.0,CSEM,SP,Engineering,EM,Old,,2019SP-2213
4921872,,P2213,Fresh,UNAFFIL-BS,M,Majority,ContGen,3.271,100.0,Well,Well,NotTaken,Well,19.0,21.0,CSEM,SP,Engineering,EM,Old,,2019SP-2213
4789844,,P2213,Fresh,UNAFFIL-BS,M,Majority,ContGen,3.811,99.0,Well,Well,NotTaken,NotTaken,15.0,7.0,CSEM,SP,Engineering,EM,Old,,2019SP-2213
4685482,,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.163,99.0,Poor,Poor,NotTaken,NotTaken,10.0,,CSEM,SP,Engineering,EM,Old,,2019SP-2213
3802093,bjs267,P2213,Sophomore,BEEAG-BS,M,URM,ContGen,3.182,99.0,Well,Well,NotTaken,NotTaken,9.0,19.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4048133,jdg269,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.525,99.0,Well,Well,Poor,Poor,20.0,13.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4102306,dm678,P2213,Sophomore,UNAFFIL-BS,M,URM,ContGen,2.641,97.0,Well,Well,Poor,Poor,18.0,26.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4135333,kz73,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.677,99.0,Well,Well,Poor,Poor,15.0,16.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4157999,ml958,P2213,Sophomore,OREN-BS,F,Majority,ContGen,3.677,99.0,Well,Well,Poor,Well,12.0,26.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4110307,eyj3,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.452,99.0,Well,Well,NotTaken,NotTaken,8.0,18.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3995237,afc57,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.467,99.0,Well,Well,Poor,Well,10.0,17.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4110445,tj222,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,4.046,100.0,Well,Well,NotTaken,NotTaken,17.0,26.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4117968,ws374,P2213,Sophomore,CSCN-BS,F,Majority,ContGen,3.184,98.0,Well,Well,NotTaken,Poor,10.0,17.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4022962,mtd58,P2213,Sophomore,UNAFFIL-BS,M,URM,ContGen,3.847,99.0,NotTaken,NotTaken,NotTaken,NotTaken,6.0,21.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4149871,ssn38,P2213,Sophomore,ENVEN-BS,M,Majority,ContGen,3.184,99.0,Well,Well,NotTaken,Well,22.0,23.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4025642,adp88,P2213,Sophomore,CSCN-BS,F,Majority,ContGen,3.368,99.0,Well,Well,NotTaken,NotTaken,12.0,17.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3803365,sni6,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.325,99.0,Well,Well,Poor,Well,14.0,23.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4375147,rjl268,P2213,Sophomore,UNDECLR-AB,M,Majority,FirstGen,2.98,95.0,Well,Well,NotTaken,NotTaken,9.0,13.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4124256,ak754,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.186,99.0,Well,Well,Poor,Poor,8.0,13.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4275663,jc2922,P2213,Sophomore,UNAFFIL-BS,F,Majority,FirstGen,3.149,98.0,Well,Well,NotTaken,NotTaken,12.0,17.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4266763,mff55,P2213,Sophomore,BEEAG-BS,M,URM,ContGen,2.357,93.0,NotTaken,NotTaken,NotTaken,NotTaken,10.0,13.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4204376,dep78,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.969,100.0,Well,Well,NotTaken,NotTaken,19.0,25.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4378160,tz76,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,4.158,100.0,Well,Well,NotTaken,NotTaken,15.0,21.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4147195,kev29,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.684,100.0,Well,NotTaken,NotTaken,NotTaken,6.0,20.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4362346,dap265,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.43,92.0,Well,Well,NotTaken,NotTaken,16.0,12.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4307008,rb683,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.044,98.0,Well,Well,NotTaken,NotTaken,12.0,11.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4280713,tam253,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.474,99.0,Well,Well,Poor,Poor,7.0,18.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4113169,amh386,P2213,Sophomore,UNDECLR-AB,F,Majority,ContGen,3.152,98.0,Well,Well,NotTaken,NotTaken,10.0,17.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4110394,ajj73,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.628,97.0,Well,Well,NotTaken,NotTaken,12.0,24.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4203920,as3284,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,2.837,99.0,Well,Well,NotTaken,NotTaken,8.0,14.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4411305,np372,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.604,99.0,NotTaken,NotTaken,NotTaken,NotTaken,12.0,12.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4410073,ntp23,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.14,99.0,Well,NotTaken,NotTaken,NotTaken,9.0,10.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3406713,kew96,P2213,Sophomore,UNAFFIL-BS,M,Majority,FirstGen,2.416,99.0,Well,Well,Poor,Well,14.0,19.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3972889,brd62,P2213,Sophomore,BEEAG-BS,M,Majority,ContGen,3.4,99.0,Well,Well,Poor,Poor,11.0,23.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4114321,yw427,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,4.187,97.0,Well,NotTaken,NotTaken,Well,11.0,27.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3796027,cfd48,P2213,Sophomore,UNAFFIL-BS,M,URM,ContGen,4.052,97.0,NotTaken,NotTaken,NotTaken,NotTaken,7.0,24.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4123763,etl39,P2213,Sophomore,UNDECLR-AB,M,URM,ContGen,3.367,96.0,Well,NotTaken,Well,Poor,18.0,27.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4208128,mnh37,P2213,Sophomore,BEEAG-BS,M,URM,FirstGen,3.028,96.0,Well,Well,NotTaken,NotTaken,8.0,15.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4370032,ks963,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.358,97.0,Well,NotTaken,NotTaken,NotTaken,14.0,20.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4122347,am2243,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.544,99.0,Well,Well,Poor,Poor,12.0,18.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4379356,cz284,P2213,Sophomore,CSCN-BS,F,Majority,ContGen,3.719,99.0,Well,Well,NotTaken,Well,17.0,30.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4384440,ma777,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.91,99.0,NotTaken,NotTaken,NotTaken,NotTaken,16.0,23.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4378392,zz227,P2213,Sophomore,CHEM-AB,M,Majority,FirstGen,4.113,99.0,Well,Well,Well,Well,20.0,25.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4167680,mqw4,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.25,98.0,Well,Well,NotTaken,NotTaken,15.0,23.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4133569,raa248,P2213,Sophomore,UNDECLR-AB,M,Majority,ContGen,3.94,99.0,Well,Well,Poor,Well,18.0,23.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4376835,ijr25,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.327,97.0,Well,Well,NotTaken,Poor,9.0,14.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4264378,sgs228,P2213,Sophomore,UNAFFIL-BS,M,Majority,FirstGen,3.158,96.0,NotTaken,NotTaken,NotTaken,NotTaken,13.0,15.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3955352,tgb62,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.367,99.0,NotTaken,NotTaken,NotTaken,NotTaken,11.0,22.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4109767,eck66,P2213,Sophomore,HDVL-BS,F,Majority,ContGen,3.527,99.0,Well,NotTaken,NotTaken,NotTaken,11.0,18.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4136898,yw458,P2213,Sophomore,BEEEN-BS,F,Majority,ContGen,3.341,99.0,Well,Well,NotTaken,NotTaken,9.0,22.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3882588,dem292,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,4.113,98.0,Well,NotTaken,NotTaken,NotTaken,20.0,27.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4057771,rdg236,P2213,Sophomore,UNDECLR-AB,M,Majority,ContGen,3.908,100.0,NotTaken,NotTaken,NotTaken,Well,14.0,28.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3957957,kr496,P2213,Sophomore,,F,Majority,FirstGen,3.353,91.0,NotTaken,NotTaken,NotTaken,NotTaken,7.0,17.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4361166,lo72,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.625,98.0,Well,Poor,Poor,Poor,19.0,25.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4077320,jkc222,P2213,Sophomore,UNAFFIL-BS,M,URM,ContGen,2.856,97.0,Well,Well,NotTaken,NotTaken,11.0,17.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4277292,sg939,P2213,Sophomore,BEEAG-BS,F,Majority,ContGen,3.473,99.0,Well,Well,Poor,Well,11.0,24.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3224830,rkk57,P2213,Sophomore,ENVEN-BS,F,Majority,ContGen,4.047,98.0,Well,Well,NotTaken,NotTaken,12.0,22.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4182398,nmp53,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.534,99.0,Well,Well,NotTaken,NotTaken,9.0,24.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4145566,mam758,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.202,98.0,NotTaken,NotTaken,NotTaken,NotTaken,9.0,16.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3816018,jas874,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.153,96.0,Well,Well,NotTaken,NotTaken,7.0,9.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4094591,ywn2,P2213,Sophomore,UNAFFIL-BS,M,URM,ContGen,2.742,98.0,Well,Poor,NotTaken,Poor,17.0,11.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3965404,mpg95,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.432,96.0,Well,NotTaken,NotTaken,NotTaken,12.0,15.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4146568,ll643,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.24,99.0,NotTaken,NotTaken,NotTaken,NotTaken,7.0,14.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4275157,cnz5,P2213,Sophomore,UNAFFIL-BS,F,Majority,FirstGen,3.657,96.0,NotTaken,NotTaken,NotTaken,NotTaken,15.0,24.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3783007,js2928,P2213,Sophomore,UNAFFIL-BS,M,URM,FirstGen,3.323,98.0,Well,Well,Poor,Poor,16.0,25.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4055755,nd378,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,2.492,99.0,NotTaken,NotTaken,NotTaken,NotTaken,11.0,11.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4382472,hn263,P2213,Sophomore,CSCN-BS,F,Majority,ContGen,3.625,99.0,Well,Well,NotTaken,NotTaken,12.0,14.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3367407,dck226,P2213,Sophomore,BSCN-BS,M,Majority,ContGen,3.37,100.0,Well,Well,NotTaken,NotTaken,17.0,22.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3449130,ac962,P2213,Senior,CSCN-BS,F,Majority,ContGen,3.783,99.0,Well,Well,Poor,Poor,8.0,17.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4137773,ht357,P2213,Sophomore,UNAFFIL-BS,F,Majority,FirstGen,3.597,99.0,Well,Well,NotTaken,Poor,13.0,20.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4124564,mk2223,P2213,Sophomore,BEEAG-BS,F,Majority,ContGen,3.24,98.0,Well,Well,NotTaken,NotTaken,9.0,17.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4102143,dvm33,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,4.105,99.0,Well,Well,NotTaken,Well,18.0,24.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4352396,psk92,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,2.958,99.0,Poor,Poor,Poor,Poor,13.0,19.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4363524,rw429,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.155,96.0,Well,Well,Poor,Poor,11.0,7.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3711487,ha323,P2213,Sophomore,UNAFFIL-BS,M,URM,ContGen,3.353,99.0,Well,NotTaken,NotTaken,NotTaken,13.0,18.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3959982,scm227,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,2.832,95.0,Poor,NotTaken,NotTaken,NotTaken,7.0,6.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4376799,hl693,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.961,100.0,Well,Well,Well,Well,23.0,27.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4111749,jah565,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,2.851,98.0,Well,Well,NotTaken,Poor,9.0,9.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4170434,mwh85,P2213,Sophomore,UNDECLR-AB,M,Majority,ContGen,3.017,96.0,Well,NotTaken,NotTaken,NotTaken,17.0,27.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3797850,vac55,P2213,Sophomore,UNAFFIL-BS,M,URM,ContGen,3.312,98.0,Well,NotTaken,NotTaken,NotTaken,19.0,23.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3783148,pdr64,P2213,Sophomore,UNAFFIL-BS,M,URM,ContGen,3.045,95.0,Poor,Poor,Poor,Poor,16.0,12.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3775493,jyo4,P2213,Sophomore,UNAFFIL-BS,M,URM,FirstGen,3.338,98.0,Well,Well,NotTaken,NotTaken,11.0,30.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4306852,eb654,P2213,Sophomore,UNAFFIL-BS,M,Majority,FirstGen,3.457,99.0,Well,NotTaken,NotTaken,NotTaken,16.0,25.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4056449,swh73,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.075,98.0,Well,NotTaken,NotTaken,NotTaken,13.0,17.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4101975,jcr283,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,2.87,99.0,Well,NotTaken,NotTaken,Poor,10.0,13.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4415537,zl433,P2213,Sophomore,UNDECLR-AB,M,Majority,ContGen,4.226,99.0,NotTaken,NotTaken,NotTaken,NotTaken,18.0,30.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4149137,kvt5,P2213,Sophomore,UNAFFIL-BS,F,URM,ContGen,3.093,97.0,Poor,Poor,NotTaken,NotTaken,7.0,10.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4123157,nsg58,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.335,99.0,Poor,Poor,NotTaken,NotTaken,11.0,10.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4165932,dj256,P2213,Sophomore,CSCN-BS,M,Majority,ContGen,3.708,99.0,Well,Well,NotTaken,NotTaken,15.0,16.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4136942,jw785,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.714,99.0,Well,Poor,NotTaken,NotTaken,19.0,22.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4413390,sc2596,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.854,99.0,Well,Well,Well,Well,18.0,27.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4273934,lgs73,P2213,Sophomore,CSCN-BS,M,URM,ContGen,3.343,96.0,NotTaken,NotTaken,NotTaken,NotTaken,13.0,21.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4091789,mmr244,P2213,Sophomore,UNAFFIL-BS,F,URM,ContGen,2.8,91.0,NotTaken,NotTaken,NotTaken,NotTaken,17.0,0.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4389672,rad327,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.676,99.0,Well,Well,NotTaken,NotTaken,12.0,15.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4283643,ics9,P2213,Sophomore,UNAFFIL-BS,M,URM,ContGen,3.152,96.0,NotTaken,NotTaken,NotTaken,NotTaken,17.0,22.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4110246,naj34,P2213,Sophomore,UNDECLR-AB,M,Majority,ContGen,3.987,98.0,Well,NotTaken,Well,Well,26.0,30.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4371100,rp534,P2213,Sophomore,UNAFFIL-BS,M,Majority,FirstGen,3.16,98.0,Well,Well,NotTaken,Poor,11.0,15.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4404009,slu5,P2213,Sophomore,CIVE-BS,M,Majority,ContGen,3.327,99.0,NotTaken,NotTaken,NotTaken,NotTaken,13.0,21.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4126815,dh486,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.66,99.0,Well,Well,Poor,Poor,18.0,24.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
2683161,nft7,P2213,Senior,"CHEM-AB, PHILO-AB",M,Majority,ContGen,3.307,96.0,Poor,NotTaken,NotTaken,NotTaken,21.0,26.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3845770,qmh4,P2213,Junior,CSCN-BS,F,Majority,ContGen,3.783,96.0,NotTaken,NotTaken,NotTaken,NotTaken,17.0,23.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4203940,mrd89,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.722,94.0,NotTaken,NotTaken,NotTaken,NotTaken,0.0,22.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4118866,hr268,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.438,98.0,Well,Well,NotTaken,NotTaken,9.0,22.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4128323,scg99,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,4.117,98.0,Well,Well,Well,Well,18.0,29.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3864335,mjp299,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.52,98.0,Well,NotTaken,NotTaken,NotTaken,13.0,18.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4362497,qy35,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.358,98.0,NotTaken,NotTaken,NotTaken,NotTaken,16.0,25.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4261138,ejs349,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.677,97.0,Well,Well,NotTaken,NotTaken,13.0,13.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3885957,jl2687,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,2.948,99.0,Well,Well,NotTaken,NotTaken,4.0,9.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4075010,cck78,P2213,Sophomore,UNAFFIL-BS,F,URM,ContGen,3.336,95.0,NotTaken,NotTaken,NotTaken,Poor,12.0,15.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3395471,mam655,P2213,Senior,CSCN-BS,F,Majority,ContGen,3.541,96.0,Poor,NotTaken,NotTaken,NotTaken,12.0,8.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4409982,hl769,P2213,Sophomore,UNDECLR-AB,M,Majority,FirstGen,2.952,89.0,Poor,NotTaken,NotTaken,NotTaken,13.0,18.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4420186,mb2522,P2213,Sophomore,UNAFFIL-BS,M,URM,FirstGen,3.468,92.0,NotTaken,NotTaken,NotTaken,NotTaken,12.0,22.0,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4364228,mes424,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.458,99.0,Well,Well,NotTaken,Poor,3.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4273898,dms486,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.68,97.0,Well,Well,NotTaken,NotTaken,16.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4163983,dtf43,P2213,Sophomore,BEEAG-BS,M,Majority,ContGen,2.589,100.0,Well,NotTaken,Poor,Poor,17.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4100743,qh43,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,2.996,98.0,Well,Well,Poor,Poor,5.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4116547,wt237,P2213,Sophomore,CSCN-BS,M,Majority,ContGen,3.742,99.0,Well,NotTaken,NotTaken,Well,17.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4119402,gr332,P2213,Sophomore,OREN-BS,F,Majority,ContGen,3.363,98.0,Well,Well,Poor,Well,13.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4351647,oz33,P2213,Sophomore,CHEM-AB,F,Majority,ContGen,3.887,98.0,Well,Well,NotTaken,NotTaken,21.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4376924,adc226,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.556,100.0,Well,Well,NotTaken,NotTaken,16.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4203102,cec272,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.417,99.0,Well,Well,NotTaken,NotTaken,15.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4137338,ev225,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,2.777,96.0,Well,NotTaken,NotTaken,NotTaken,9.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
3785035,cp522,P2213,Sophomore,UNAFFIL-BS,F,URM,ContGen,2.636,96.0,Well,Well,NotTaken,NotTaken,20.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4372169,spa42,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.191,93.0,Well,Well,NotTaken,NotTaken,28.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4351609,ajs542,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.481,93.0,Well,Poor,NotTaken,NotTaken,22.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4390107,mg2252,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,2.334,99.0,NotTaken,NotTaken,NotTaken,NotTaken,10.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4315779,clg228,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.228,94.0,Poor,Well,NotTaken,NotTaken,13.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4113041,grh73,P2213,Sophomore,UNAFFIL-BS,M,Majority,ContGen,3.369,93.0,Well,NotTaken,NotTaken,NotTaken,13.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4070699,cce37,P2213,Sophomore,UNAFFIL-BS,F,URM,ContGen,2.886,92.0,NotTaken,NotTaken,NotTaken,NotTaken,10.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4099255,hp285,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.375,99.0,Well,Well,NotTaken,NotTaken,7.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4056554,csb242,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.386,98.0,Well,Well,NotTaken,NotTaken,9.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4280306,kmm398,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.562,96.0,Well,NotTaken,NotTaken,NotTaken,10.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4283953,as2594,P2213,Sophomore,UNAFFIL-BS,F,Majority,ContGen,3.554,96.0,Well,NotTaken,NotTaken,NotTaken,11.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
4412728,ask282,P2213,Sophomore,CSCN-BS,M,Majority,ContGen,3.509,97.0,NotTaken,NotTaken,NotTaken,NotTaken,15.0,,CSEM,FA,Engineering,EM,Old,,2017FA-2213
